occurrence_year,occurrence_date,division,age_bias,race_bias,religion_bias,sexual_orientation_bias,gender_bias,primary_offence,arrest_made,bias_type
2022,2022-06-24,D55,NO,East/Southeast Asian,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-06-24,D51,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-06-24,D51,NO,NA,NA,Gay,NA,Assault With a Weapon,NO,Sexual Orientation
2022,2022-06-26,D51,NO,NA,NA,NA,Woman,Assault,YES,Gender
2022,2022-06-29,D52,NO,Black,NA,NA,NA,Assault,NO,Racial
2022,2022-06-30,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,YES,Religious
2022,2022-06-30,D43,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-06-30,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,YES,Religious
2022,2022-07-01,D55,NO,NA,NA,Gay,NA,Harassing Communications,NO,Sexual Orientation
2022,2022-07-01,D13,NO,"Indigenous, East/Southeast Asian",Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-07-02,D51,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-07-09,D32,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-07-10,D51,NO,NA,NA,Gay,NA,Assault With a Weapon,NO,Sexual Orientation
2022,2022-07-10,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-07-10,D32,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-07-13,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,YES,Religious
2022,2022-07-14,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-07-15,D41,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-07-19,D53,NO,NA,NA,NA,NA,Assault With a Weapon,NO,Age
2022,2022-07-19,D41,NO,Black,NA,NA,NA,Assault,YES,Racial
2022,2022-07-21,D14,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2022,2022-07-28,D32,NO,"Black, East/Southeast Asian",Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-07-30,D14,NO,NA,NA,NA,NA,Assault,NO,Age
2022,2022-07-30,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-08-10,D31,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,YES,Sexual Orientation
2022,2022-08-12,D41,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-08-12,D32,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-08-13,D55,NO,NA,NA,2SLGBTQ+,Transgender,Criminal Harassment,NO,Sexual Orientation
2022,2022-08-15,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-08-16,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-08-17,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-08-19,D33,NO,NA,Christian Orthodox,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2022,2022-08-20,D55,NO,NA,NA,NA,NA,Mischief Interfere With Property,NO,Age
2022,2022-08-27,D51,NO,NA,NA,2SLGBTQ+,NA,Assault,YES,Sexual Orientation
2022,2022-08-27,D51,NO,South Asian,NA,NA,NA,Assault,NO,Racial
2022,2022-08-28,D22,NO,Black,NA,NA,NA,Assault,NO,Racial
2022,2022-08-29,D41,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-09-01,D51,NO,"Black, South Asian",NA,NA,NA,Assault,YES,Racial
2022,2022-09-02,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-09-07,D41,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-09-07,D43,NO,South Asian,NA,NA,NA,Assault,YES,Racial
2022,2022-09-07,D55,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2022,2022-09-08,D52,NO,Indigenous,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-09-10,D55,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2022,2022-09-13,D53,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2022,2022-09-15,D41,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2022,2022-09-16,NSA,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-09-17,D51,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault With a Weapon,NO,Gender
2022,2022-09-20,D55,NO,NA,NA,2SLGBTQ+,NA,Mischief Interfere With Property,NO,Sexual Orientation
2022,2022-09-20,D41,NO,NA,NA,Lesbian,NA,Assault,YES,Sexual Orientation
2022,2022-09-22,D51,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2022,2022-09-23,D32,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2022,2022-09-23,D53,NO,NA,NA,NA,NA,Assault With a Weapon,NO,Age
2022,2022-09-24,D52,NO,NA,Muslim,NA,NA,Assault,YES,Religious
2022,2022-09-26,D51,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault,NO,Gender
2022,2022-09-30,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-09-30,D32,NO,NA,Jewish,2SLGBTQ+,NA,Harassing Communications,NO,Religious
2022,2022-09-30,D14,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault,YES,Gender
2022,2022-10-01,D32,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Uttering Threats - Bodily Harm,NO,Gender
2022,2022-10-03,D22,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2022,2022-10-07,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-10-09,D55,NO,Black,NA,Gay,NA,Uttering Threats - Bodily Harm,NO,Racial
2022,2022-10-12,D42,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Age
2022,2022-10-12,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-10-13,D53,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2022,2022-10-17,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,YES,Religious
2022,2022-10-18,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-10-19,D51,NO,"Black, Latino",NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2022,2022-10-20,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-10-22,D22,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2022,2022-10-22,D55,NO,NA,NA,NA,NA,Assault,NO,Age
2022,2022-10-22,D55,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2022,2022-10-23,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-10-24,D51,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-10-24,D52,NO,Black,Muslim,NA,NA,Assault,NO,Racial
2022,2022-10-26,D32,NO,NA,Jewish,NA,NA,Assault,YES,Religious
2022,2022-10-30,D51,NO,NA,NA,NA,NA,Assault,NO,Age
2022,2022-10-31,D51,NO,South Asian,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2022,2022-10-31,D51,NO,Black,NA,NA,NA,Assault,YES,Racial
2022,2022-10-31,D51,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Criminal Harassment,YES,Gender
2022,2022-11-01,D55,NO,"Black, East/Southeast Asian",Jewish,NA,NA,Mischief Under $5000,YES,Racial
2022,2022-11-03,D13,NO,NA,Catholic,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2022,2022-11-03,D22,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-11-05,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-11-06,D12,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-11-07,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-11-07,D51,NO,NA,NA,Gay,NA,Criminal Harassment,NO,Sexual Orientation
2022,2022-11-09,D52,NO,NA,NA,NA,Woman,Mischief Under $5000,NO,Gender
2022,2022-11-11,D55,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2022,2022-11-12,D33,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2022,2022-11-13,D52,NO,Black,NA,NA,Woman,Criminal Harassment,YES,Racial
2022,2022-11-13,D52,NO,Black,NA,NA,Woman,Uttering Threats - Bodily Harm,YES,Racial
2022,2022-11-14,D55,NO,Black,NA,NA,NA,Assault With a Weapon,YES,Racial
2022,2022-11-16,D52,NO,South Asian,NA,NA,NA,Assault,NO,Racial
2022,2022-11-23,D14,NO,South Asian,NA,NA,NA,Assault,YES,Racial
2022,2022-11-24,D14,NO,Black,NA,2SLGBTQ+,NA,Mischief Interfere With Property,NO,Racial
2022,2022-11-27,D55,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2022,2022-11-28,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-12-01,D55,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2022,2022-12-04,D51,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2022,2022-12-05,D41,NO,NA,Jewish,NA,NA,Robbery,YES,Religious
2022,2022-12-06,D33,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2022,2022-12-09,D52,NO,NA,Muslim,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2022,2022-12-09,D43,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-12-11,D52,NO,Black,NA,NA,NA,Assault With a Weapon,NO,Racial
2022,2022-12-12,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-12-16,D14,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2022,2022-12-20,D52,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-12-21,D11,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2022,2022-12-21,D51,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2022,2022-12-22,D51,NO,NA,"Jewish, Muslim",NA,NA,Mischief Under $5000,NO,Religious
2022,2022-12-23,D14,NO,NA,Jewish,NA,NA,Harassing Communications,YES,Religious
2022,2022-12-23,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2022,2022-12-25,D32,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2022,2022-12-26,D52,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Uttering Threats - Bodily Harm,YES,Gender
2022,2022-12-28,D33,NO,NA,NA,NA,NA,Assault,YES,Age
2022,2022-12-30,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-01-01,D55,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-01-01,D32,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-01-02,D11,NO,NA,Hindu,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-01-02,D51,NO,Black,NA,NA,NA,Assault,NO,Racial
2023,2023-01-03,D12,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-01-03,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-01-14,D12,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-01-15,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-01-17,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-01-18,D32,NO,NA,Anglican,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2023,2023-01-18,D51,NO,NA,Sikh,NA,NA,Assault,YES,Religious
2023,2023-01-27,D53,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2023,2023-01-28,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-01-28,D51,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-01-29,D52,NO,"Black, South Asian",NA,NA,NA,Assault,YES,Racial
2023,2023-01-30,D51,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,YES,Religious
2023,2023-02-03,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-02-03,D12,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-02-04,D22,NO,NA,NA,NA,NA,Theft,NO,Age
2023,2023-02-07,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-02-08,D55,NO,Black,NA,NA,NA,Assault,YES,Racial
2023,2023-02-08,D52,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2023,2023-02-10,D13,NO,Black,NA,NA,NA,Criminal Harassment,NO,Racial
2023,2023-02-11,D32,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-02-12,D55,NO,Latino,NA,NA,NA,Assault With a Weapon,YES,Racial
2023,2023-02-12,D32,NO,NA,"Jewish, Muslim",NA,NA,Mischief Under $5000,NO,Religious
2023,2023-02-13,D12,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-02-13,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-02-15,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-02-15,D41,NO,Black,Jewish,NA,Transgender,Mischief Under $5000,NO,Racial
2023,2023-02-18,D51,NO,Black,NA,NA,NA,Assault With a Weapon,YES,Racial
2023,2023-02-20,D55,NO,NA,Sikh,NA,NA,Mischief Under $5000,YES,Religious
2023,2023-02-21,D43,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-02-23,D52,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2023,2023-02-25,D52,NO,East/Southeast Asian,NA,NA,NA,Mischief Under $5000,YES,Racial
2023,2023-03-01,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-03-01,D43,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Age
2023,2023-03-03,D22,NO,Black,NA,NA,NA,Assault,NO,Racial
2023,2023-03-06,D53,NO,Black,NA,NA,NA,Assault,NO,Racial
2023,2023-03-09,D32,NO,NA,Muslim,NA,NA,Assault With a Weapon,YES,Religious
2023,2023-03-10,D52,NO,Black,NA,NA,NA,Assault,YES,Racial
2023,2023-03-10,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-03-10,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-03-12,D11,NO,NA,NA,Gay,NA,Assault Causing Bodily Harm,NO,Sexual Orientation
2023,2023-03-13,D41,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-03-14,D53,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-03-14,D51,NO,NA,NA,NA,NA,Assault,YES,Age
2023,2023-03-16,D55,NO,Black,NA,NA,Transgender Woman (Identifies As Woman),Harassing Communications,NO,Racial
2023,2023-03-19,D12,NO,NA,NA,NA,NA,Assault With a Weapon,NO,Age
2023,2023-03-20,D51,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Age
2023,2023-03-21,D14,NO,Black,NA,NA,NA,Assault,NO,Racial
2023,2023-03-22,D55,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2023,2023-03-22,D41,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-03-24,D32,NO,South Asian,NA,NA,NA,Assault,NO,Racial
2023,2023-03-27,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-03-28,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-03-29,D12,NO,NA,Muslim,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2023,2023-03-29,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-03-30,D55,NO,NA,NA,2SLGBTQ+,NA,Harassing Communications,NO,Sexual Orientation
2023,2023-03-31,D52,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-04-02,D51,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-04-03,D32,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-04-03,D33,NO,NA,NA,NA,Transgender,Mischief Under $5000,NO,Gender
2023,2023-04-04,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-04-05,D53,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-04-05,D43,NO,NA,Muslim,NA,NA,Assault,NO,Religious
2023,2023-04-05,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-04-05,D42,NO,NA,Muslim,NA,NA,Criminal Harassment,NO,Religious
2023,2023-04-06,D43,NO,NA,Muslim,NA,NA,Dangerous Operation Motor Vehicle,YES,Religious
2023,2023-04-06,D43,NO,NA,Muslim,NA,NA,Criminal Harassment,YES,Religious
2023,2023-04-06,D41,NO,NA,Muslim,NA,NA,Assault With a Weapon,NO,Religious
2023,2023-04-09,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,YES,Religious
2023,2023-04-10,D31,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-04-11,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-04-11,D23,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-04-12,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-04-13,D11,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-04-13,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-04-14,D41,NO,NA,NA,Gay,NA,Firearms Related Offence,NO,Sexual Orientation
2023,2023-04-14,D33,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-04-14,D51,NO,Black,NA,NA,NA,Assault With a Weapon,YES,Racial
2023,2023-04-14,D32,NO,NA,NA,NA,NA,Assault With a Weapon,YES,Age
2023,2023-04-15,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-04-17,D32,NO,White,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-04-17,D33,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-04-18,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-04-18,D52,NO,Black,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2023,2023-04-18,D11,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2023,2023-04-20,D13,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-04-20,D43,NO,South Asian,NA,NA,NA,Assault,YES,Racial
2023,2023-04-20,D52,NO,White,NA,NA,NA,Assault,NO,Racial
2023,2023-04-21,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-04-22,D55,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Age
2023,2023-04-24,D22,NO,Other race not mentioned,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2023,2023-04-25,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-04-26,D55,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,NO,Sexual Orientation
2023,2023-04-27,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-05-01,D51,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2023,2023-05-03,D11,NO,NA,Sikh,NA,NA,Assault,YES,Religious
2023,2023-05-04,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-05-06,D51,NO,"White, East/Southeast Asian",NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2023,2023-05-08,D22,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,NO,Sexual Orientation
2023,2023-05-09,D32,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-05-09,D32,NO,East/Southeast Asian,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-05-10,D51,NO,NA,NA,2SLGBTQ+,NA,Fail To Comply Probation,YES,Sexual Orientation
2023,2023-05-13,D13,NO,NA,Sikh,NA,NA,Assault,NO,Religious
2023,2023-05-14,D51,NO,NA,Jewish,NA,NA,Criminal Harassment,YES,Religious
2023,2023-05-15,D43,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-05-16,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-05-16,D41,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-05-17,D33,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2023,2023-05-17,D11,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-05-18,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-05-22,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-05-22,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-05-22,D53,NO,NA,Hindu,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-05-23,D55,NO,NA,Muslim,NA,NA,Assault,NO,Religious
2023,2023-05-23,D52,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-05-24,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-05-25,D52,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-05-25,D53,NO,Black,NA,NA,NA,Harassing Communications,NO,Racial
2023,2023-05-26,D13,NO,NA,NA,2SLGBTQ+,NA,Assault,YES,Sexual Orientation
2023,2023-05-26,D42,NO,NA,Muslim,NA,NA,Wilful Promotion of Hatred,NO,Religious
2023,2023-05-26,D14,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2023,2023-05-26,D43,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2023,2023-06-01,D13,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-06-02,D33,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-06-02,D51,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-06-02,D22,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-06-03,D52,NO,East/Southeast Asian,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2023,2023-06-03,D52,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2023,2023-06-03,D41,NO,NA,NA,2SLGBTQ+,NA,Assault,NO,Sexual Orientation
2023,2023-06-05,D31,NO,Black,NA,NA,NA,Mischief Interfere With Property,NO,Racial
2023,2023-06-05,D42,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-06-06,D12,NO,East/Southeast Asian,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-06-07,D14,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-06-08,D53,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-06-08,D31,NO,Black,NA,NA,NA,Assault With a Weapon,YES,Racial
2023,2023-06-09,D51,NO,"Black, Indigenous",NA,NA,NA,Assault,YES,Racial
2023,2023-06-09,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-06-10,D55,NO,NA,NA,Lesbian,NA,Uttering Threats - Bodily Harm,YES,Sexual Orientation
2023,2023-06-10,D11,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-06-11,D53,NO,East/Southeast Asian,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2023,2023-06-11,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-06-11,D41,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Uttering Threats - Bodily Harm,NO,Gender
2023,2023-06-12,D31,NO,NA,NA,2SLGBTQ+,NA,Assault,NO,Sexual Orientation
2023,2023-06-12,D53,NO,NA,NA,2SLGBTQ+,NA,Harassing Communications,NO,Sexual Orientation
2023,2023-06-13,D55,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-06-15,D53,NO,South Asian,NA,NA,NA,Assault With a Weapon,YES,Racial
2023,2023-06-16,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-06-16,D33,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2023,2023-06-17,D12,NO,East/Southeast Asian,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-06-18,D42,NO,Black,NA,NA,NA,Assault,NO,Racial
2023,2023-06-19,D31,NO,NA,NA,Gay,NA,Criminal Harassment,NO,Sexual Orientation
2023,2023-06-19,D13,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-06-19,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-06-19,D14,NO,Black,Jewish,2SLGBTQ+,NA,Mischief Under $5000,NO,Racial
2023,2023-06-20,D13,NO,NA,NA,Gay,NA,Criminal Harassment,NO,Sexual Orientation
2023,2023-06-22,D22,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2023,2023-06-23,D52,NO,NA,NA,2SLGBTQ+,NA,Wilful Promotion of Hatred,NO,Sexual Orientation
2023,2023-06-23,D41,NO,South Asian,NA,NA,NA,Assault,NO,Racial
2023,2023-06-23,D55,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,YES,Sexual Orientation
2023,2023-06-25,D42,NO,NA,NA,2SLGBTQ+,NA,Theft,NO,Sexual Orientation
2023,2023-06-26,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-06-27,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-06-28,D42,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-06-28,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-06-30,D53,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-06-30,D53,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-07-01,D32,NO,Black,NA,NA,NA,Harassing Communications,NO,Racial
2023,2023-07-01,D51,NO,NA,NA,NA,NA,Assault,YES,Age
2023,2023-07-01,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
